X,Y
6.626,-0.06
6.628,-0.09
6.63,-0.11
6.632,-0.145
6.634,-0.165
6.636,-0.105
6.638,-0.025
6.64,-0.01
6.642,-0.025
6.644,-0.045
6.646,-0.08
6.648,-0.13
6.65,-0.13
6.652,-0.24
6.654,-0.205
6.656,-0.195
6.658,-0.215
6.66,-0.07
6.662,0.05
6.664,0.03
6.666,0.035
6.668,-0.055
6.67,-0.05
6.672,-0.1
6.674,-0.115
6.676,-0.17
6.678,-0.165
6.68,0.01
6.682,0.075
6.684,-0.015
6.686,-0.015
6.688,-0.1
6.69,-0.155
6.692,-0.12
6.694,-0.115
6.696,-0.095
6.698,-0.055
6.7,-0.005
6.702,0.02
6.704,-0.015
6.706,-0.045
6.708,-0.13
6.71,-0.155
6.712,-0.095
6.714,-0.08
6.716,-0.095
6.718,-0.005
6.72,0.045
6.722,0.02
6.724,0
6.726,-0.005
6.728,-0.005
6.73,-0.075
6.732,-0.15
6.734,-0.18
6.736,-0.19
6.738,-0.135
